<Phenotype>,,,,,,,,,,,,,,,,,,,,,,,,,,
120977,DRO,1,0.451,0.366,0.453,-0.728,1.746,-0.708,2.271,-0.967,-0.738,-0.943,-1.553,-1.252,2.041,1.355,0.011,1.135,0.573,1.427,-0.025,39.8194541931152,16.8296985626221,7.86530065536499,-14.8665533065796,-9.93268203735352
120979,DRO,0.599,-0.028,0.364,0.337,-0.666,1.8,-0.541,2.448,-0.785,-0.394,-0.91,-1.638,-1.208,1.901,1.367,-0.133,1.177,1.153,1.999,-0.157,33.2168464660645,16.2505340576172,11.3052110671997,-3.92844772338867,-6.0982928276062
120981,DRO,0.804,0.781,0.499,0.023,-0.602,1.914,-0.492,2.705,-0.979,-0.374,-0.9,-1.721,-0.796,2.217,1.423,0.189,1.294,0.631,1.601,0.007,34.4406623840332,18.0067024230957,-23.590503692627,16.0767593383789,17.9307155609131
120982,DRO,0.844,0.325,0.395,0.566,-0.609,1.919,-0.583,2.401,-0.658,-0.428,-0.924,-1.699,-1.187,2.051,1.426,-0.007,1.148,0.837,2.24,-0.044,42.4534187316895,24.6729297637939,-12.9411020278931,-10.9636917114258,5.93450117111206
120983,DRO,0.431,-0.045,0.383,-0.033,-0.783,1.904,-0.492,2.894,-1.108,-0.724,-1.076,-2.046,-0.893,2.293,1.378,0.235,1.436,0.656,1.176,0.002,39.5833473205566,20.5663070678711,10.0020904541016,-26.3005924224854,-21.102294921875
120984,DRO,1.172,0.919,0.522,-0.07,-0.662,1.323,-0.533,2.593,-1.678,-0.848,-0.866,-1.824,-1.018,1.889,1.529,-0.057,1.522,0.709,1.99,-0.102,25.2295150756836,3.98078417778015,-1.3681138753891,-9.43512153625488,-7.73925161361694
120986,DRO,0.762,0.267,0.416,-0.087,-0.73,-0.59,-0.433,2.576,-1.041,-0.815,-0.991,-1.77,-1.276,2.007,1.391,0.06,1.41,0.77,1.854,-0.12,27.1709156036377,16.1435298919678,44.5716743469238,-17.5230693817139,-37.2312927246094
120987,DRO,1.029,0.715,0.483,-0.071,-0.717,1.2,-0.449,2.419,-1.046,-0.772,-0.775,-1.745,-0.943,2.02,1.438,0.088,1.522,0.705,1.719,-0.087,41.6042671203613,26.2436504364014,-29.5497741699219,9.45700263977051,16.8148231506348
120988,DRO,0.959,0.762,0.568,0.023,-0.611,1.915,-0.509,2.879,-0.83,-0.406,-0.876,-1.658,-0.87,2.32,1.494,0.214,1.535,0.608,0.907,0.029,28.07493019104,23.0874252319336,-2.83321189880371,-5.11414003372192,0.650551438331604
120994,DRO,0.654,0.004,0.227,0.296,-0.963,1.718,-0.726,2.266,-1.051,-0.524,-0.928,-1.469,-1.31,1.963,1.28,-0.079,1.169,0.634,1.618,-0.185,17.9016017913818,-9.71866130828857,20.1491088867188,-4.10878849029541,2.54353189468384
120998,DRO,1.103,0.648,0.502,-0.088,-1.051,0.73,-0.428,2.568,-1.194,-0.263,-0.833,-1.569,-1.276,1.968,1.431,-0.005,1.309,1.239,1.946,-0.109,-44.355110168457,11.4151000976562,-6.16285037994385,-11.074652671814,0.343406438827515
121001,DRO,0.957,0.695,0.541,-0.059,-1.301,1.359,-0.479,2.322,-1.125,-0.9,-0.706,-1.745,-0.924,2.052,1.575,0.08,1.37,0.634,1.786,-0.075,19.046875,-31.7679462432861,-23.8372650146484,-10.7123031616211,-1.0260763168335
121010,DRO,1.1,0.615,0.414,-0.087,-0.754,1.4,-0.582,2.684,-1.585,-0.921,-0.796,-1.553,-0.967,1.823,1.429,-0.064,1.271,0.605,1.624,-0.124,-28.4486141204834,6.74842977523804,-15.1102590560913,42.0544929504395,-28.9174385070801
121011,DRO,1.153,1.043,0.466,-0.103,-0.484,1.129,-0.742,2.465,-1.18,-0.9,-0.821,-1.456,-1.167,1.975,1.399,0.041,1.576,0.675,1.975,-0.068,-44.218433380127,3.16706776618958,-12.4711503982544,44.8697395324707,-28.7775478363037
121015,DRO,1.154,0.882,0.417,0.018,-0.575,1.461,-0.55,2.641,-1.276,-0.438,-0.754,-1.42,-0.991,1.908,1.389,-0.035,1.47,0.5,1.476,-0.003,-3.93397784233093,-17.02561378479,20.2612037658691,6.11979055404663,23.828893661499
121019,DRO,0.89,0.497,0.566,-0.092,-0.914,1.062,-0.441,2.552,-1.097,-0.336,-0.987,-1.569,-1.013,2.039,1.534,0.055,1.386,1.111,1.618,-0.138,-1.99032950401306,-16.6808414459229,19.4405002593994,3.21575427055359,8.20730590820312
121020,DRO,0.88,0.564,0.269,0.318,-0.724,1.845,-0.569,2.406,-1.009,-0.442,-1.027,-1.678,-1.268,1.883,1.292,0.002,1.424,0.482,1.413,-0.054,4.69701337814331,-16.0231494903564,29.5676860809326,2.78239703178406,8.14530467987061
121023,DRO,1.102,0.798,0.522,-0.068,-0.979,0.615,-0.52,2.526,-0.896,-0.022,-0.775,-1.721,-0.983,1.93,1.462,-0.015,1.422,1.04,1.619,-0.102,4.74743747711182,-16.037748336792,29.5798168182373,2.77952194213867,8.51557159423828
121024,DRO,0.861,0.404,0.391,-0.134,-0.764,0.54,-0.539,2.511,-0.967,-0.548,-0.971,-1.62,-1.367,1.929,1.345,0.033,1.315,0.817,1.774,-0.191,-35.7404403686523,10.4077949523926,-8.47607421875,47.2280769348145,-40.5905952453613
121028,DRO,1.086,0.782,0.516,-0.127,-3,1.344,-0.587,2.419,-1.569,-0.733,-0.714,-1.444,-1.076,1.757,1.484,-0.253,1.469,0.532,1.747,-0.128,-1.89999544620514,-21.8341999053955,16.307222366333,7.3699197769165,16.0906658172607
121034,DRO,0.919,0.484,0.099,-0.067,-0.79,1.806,-0.442,2.558,-0.684,-0.346,-0.987,-1.638,-1.194,2.034,1.116,0.045,1.181,0.957,2.293,-0.137,-11.5481986999512,-0.464384734630585,20.5348148345947,14.4797391891479,16.1261692047119
121035,DRO,0.859,0.559,0.406,0.348,-0.78,1.853,-0.625,2.348,-1.032,-0.514,-1.081,-1.602,-1.268,1.982,1.412,-0.02,1.56,0.795,1.827,-0.055,-13.6536560058594,5.24392366409302,11.6400785446167,13.2629985809326,23.0071334838867
121040,DRO,1.044,0.599,0.437,-0.131,-0.695,1.21,-0.83,2.508,-1.252,-1.046,-0.827,-1.42,-1.26,1.935,1.398,0.028,1.684,0.823,2.076,-0.124,4.48164558410645,-30.4928569793701,9.78033065795898,6.67975187301636,9.48492431640625
121041,DRO,0.767,0.405,0.476,0.321,-0.58,1.832,-0.451,2.545,-1.009,-0.274,-0.77,-1.854,-1.06,2.111,1.484,0.095,1.346,1.117,2.011,-0.064,-26.0812377929688,0.644495069980621,-5.09244966506958,31.1784534454346,-31.1495132446289
121042,DRO,0.995,0.906,0.372,-0.118,-0.703,0.882,-0.519,2.325,-1.42,-1.046,-0.863,-1.824,-1.022,2.073,1.316,0.135,1.466,0.649,1.607,-0.143,2.4575502872467,-54.207405090332,-19.4391708374023,-3.21125984191895,1.28522634506226
121043,DRO,0.902,0.54,0.249,-0.153,-0.807,1.707,-0.712,2.536,-0.79,-0.23,-1,-1.125,-1.036,1.998,1.185,-0.009,1.478,0.743,0.828,-0.144,7.02960538864136,-16.3169651031494,31.3086681365967,12.5570793151855,13.2674322128296
121044,DRO,1.081,0.428,0.403,-0.112,-1.796,0.708,-0.451,2.415,-1.854,-0.848,-0.764,-1.699,-0.975,1.996,1.283,0.026,1.289,0.664,1.662,-0.155,5.31468343734741,-27.7649078369141,23.9014301300049,9.37985134124756,13.7246150970459
121045,DRO,0.781,0.382,0.348,0.418,-0.81,1.933,-0.567,2.419,-0.73,-0.45,-1.108,-1.638,-1.131,2.105,1.354,-0.047,1.443,0.692,1.811,0.012,-3.18560457229614,-13.5492973327637,38.1475563049316,9.60991954803467,19.8363971710205
121049,DRO,0.8,0.773,0.368,0.189,-1.244,1.728,-0.495,2.486,-1.62,-0.987,-0.785,-1.409,-1.31,1.95,1.335,-0.11,1.648,0.722,1.861,-0.11,-67.3693466186523,19.1921939849854,-15.8504095077515,-26.5808601379395,-5.29829025268555
121050,DRO,0.97,0.983,0.513,-0.093,-0.71,1.741,-0.767,2.432,-0.848,-0.249,-0.979,-1.523,-0.943,2.017,1.541,0.127,1.489,0.838,1.123,-0.116,-69.4327621459961,19.8184909820557,-17.0425987243652,-44.9824066162109,-3.27085638046265
121051,DRO,0.82,0.479,0.128,0.279,-0.91,1.812,-0.544,2.459,-0.886,-0.472,-1.237,-1.602,-1.174,1.95,1.194,-0.099,1.366,0.728,1.455,-0.121,-26.218692779541,0.613541841506958,-5.15478610992432,31.1117076873779,-31.222017288208
121052,DRO,0.71,0.175,-0.334,0.029,-0.64,1.936,-0.545,2.992,-0.947,-0.664,-0.924,-1.268,-0.893,2.155,0.729,0.114,1.52,0.614,1.25,0.016,-62.0153579711914,22.2120780944824,1.84998309612274,-15.6536254882812,23.4523544311523
121053,DRO,0.708,0.111,0.33,0.348,-0.726,1.79,-0.446,2.552,-0.73,-0.328,-0.932,-1.745,-1.229,2.021,1.362,-0.049,1.293,0.696,1.718,-0.111,38.997875213623,19.3138790130615,8.26630687713623,-15.7750673294067,-16.9883899688721
121059,DRO,1.034,0.925,0.544,-0.032,-0.799,1.433,-0.66,2.537,-1.076,-1.367,-0.772,-1.602,-1.004,1.879,1.517,-0.067,1.521,0.509,1.712,-0.044,-28.2924003601074,0.686828553676605,-0.872619867324829,31.6355133056641,-22.0256080627441
121062,DRO,0.617,0.183,0.212,0.471,-0.886,1.855,-0.519,2.407,-0.577,-0.445,-1.292,-1.699,-1.237,2.073,1.236,-0.039,1.177,0.64,0.982,-0.108,-1.6388943195343,-1.63523864746094,29.267126083374,10.532751083374,17.7780590057373
121063,DRO,1.18,0.711,0.521,-0.057,-0.804,0.958,-0.523,2.699,-1.292,-0.889,-0.914,-1.523,-0.959,1.976,1.518,0.042,1.452,0.63,1.87,-0.002,4.33213043212891,-34.6365394592285,-3.1930992603302,3.13538336753845,3.55096411705017
121064,DRO,0.968,0.359,0.396,0.33,-0.65,1.865,-0.554,2.437,-0.851,-0.292,-0.914,-1.721,-1.143,1.963,1.393,-0.106,1.367,1.237,1.951,-0.093,-35.9297332763672,6.08258247375488,2.77824997901917,7.04576778411865,4.87341070175171
121065,DRO,1.141,0.722,0.38,0.036,-0.593,1.93,-0.66,2.981,-1.481,-0.979,-0.866,-1.699,-0.873,2.352,1.326,0.23,1.395,0.383,1.375,0.012,-36.3858451843262,8.29351997375488,-8.09609413146973,44.3199691772461,-46.1515769958496
121066,DRO,1.165,0.998,0.449,-0.062,-0.662,1.246,-0.484,2.588,-0.728,-0.205,-0.783,-1.553,-1.013,1.999,1.373,0.027,1.353,1.126,1.561,-0.095,-33.0305328369141,9.65057754516602,6.57911777496338,8.16738414764404,3.26477074623108
121070,DRO,0.649,0.224,0.332,0.165,-0.724,1.727,-0.572,2.444,-1.347,-0.801,-0.866,-1.638,-1.337,1.938,1.299,-0.073,1.472,0.721,1.827,-0.148,37.5139579772949,16.6328315734863,39.4588356018066,-15.626015663147,-17.5518627166748
121073,DRO,0.58,0.423,0.517,-0.169,-0.975,1.309,-0.599,2.413,-1,-0.719,-0.807,-1.569,-1.092,1.804,1.476,-0.103,1.224,0.773,1.693,-0.234,-61.9925498962402,23.4494609832764,-14.9951086044312,-30.7369899749756,-1.42997109889984
121074,DRO,0.904,0.614,0.309,0.306,-0.907,1.862,-0.572,2.411,-1.229,-0.74,-1.18,-1.62,-1.167,1.994,1.279,0.035,1.385,0.77,1.314,-0.069,-46.397819519043,15.6702480316162,18.3467464447021,1.09744203090668,39.568962097168
121077,DRO,1.246,1.092,0.273,-0.149,-0.788,1.722,-0.726,2.57,-1.357,-0.752,-1.108,-1.398,-0.987,2.009,1.246,0.1,1.705,0.816,0.886,-0.12,-32.5679779052734,4.1705060005188,-7.57360982894897,44.5263023376465,-38.3112525939941
121079,DRO,1.118,0.913,0.277,-0.119,-0.757,1.762,-0.754,2.712,-1.301,-0.712,-1.081,-1.585,-0.936,2.019,1.239,0.186,1.472,0.858,1.667,-0.139,-43.1598358154297,9.38932609558105,-10.5078887939453,40.8339805603027,-32.5389289855957
121080,DRO,0.879,0.437,0.163,0.419,-0.77,1.928,-0.614,2.384,-0.777,-0.274,-1.071,-1.699,-1.167,2.049,1.185,-0.017,1.463,0.761,1.796,0.004,-3.69009828567505,-12.1121187210083,33.7004432678223,12.9593296051025,20.232967376709
121083,DRO,0.854,0.281,0.191,0.386,-0.674,1.751,-0.521,2.483,-0.742,-0.174,-0.983,-1.721,-1.237,2.01,1.119,-0.033,1.307,0.897,1.427,-0.057,-31.794605255127,7.95319700241089,-6.19512748718262,34.0442543029785,-28.4505805969238
121085,DRO,1.145,0.766,0.481,-0.071,-0.616,1.445,-0.544,2.596,-1.268,-0.32,-0.804,-1.745,-0.921,1.84,1.433,-0.079,1.465,1.171,1.808,-0.108,8.20829105377197,-56.4789237976074,-17.2788372039795,-9.21030521392822,-0.403829991817474
121087,DRO,0.808,0.188,0.606,-0.135,-0.783,1.783,-0.465,2.551,-0.742,-0.16,-1.081,-1.602,-0.996,2.018,1.553,0.035,1.388,1.219,1.529,-0.139,3.07465624809265,-20.9234352111816,28.3495540618896,4.06678342819214,5.80223655700684
121089,DRO,1.078,0.358,0.247,0.473,-0.595,1.864,-0.558,2.429,-1.131,-0.733,-0.821,-1.638,-1.292,2.009,1.258,-0.012,1.048,0.724,2.194,-0.08,34.9304885864258,16.7939338684082,-2.2891902923584,-6.44955539703369,-1.00452303886414
121091,DRO,0.943,0.665,0.458,-0.058,-0.636,1.83,-0.504,2.817,-1.174,-0.526,-0.839,-1.42,-1.086,2.301,1.455,0.171,1.409,0.57,1.234,-0.092,-14.6780481338501,1.4035804271698,7.91677951812744,8.7448263168335,15.8835916519165
121092,DRO,1.224,1.017,0.379,-0.059,-0.674,1.386,-0.558,2.513,-1.509,-0.866,-0.932,-1.553,-1.066,1.936,1.435,0.05,1.556,0.708,1.791,-0.063,9.67239856719971,-51.3725433349609,-20.1111927032471,-5.04262828826904,1.50947058200836
121093,DRO,1.34,0.978,0.471,0.179,-0.69,1.838,-0.456,2.548,-1.377,-0.491,-0.839,-1.569,-1.187,1.958,1.495,0.016,1.634,0.862,1.692,-0.056,0.471402555704117,-49.1689033508301,-13.9228429794312,-7.29409170150757,0.248526275157928
121094,DRO,0.903,0.878,0.22,-0.109,-0.777,1.045,-0.635,2.627,-1.125,-0.606,-1.027,-1.699,-1.347,1.934,1.205,0.037,1.393,0.774,1.941,-0.148,-44.1169700622559,3.03530740737915,-12.5634183883667,44.9805068969727,-28.8828086853027
121095,DRO,0.781,0.541,0.193,0.476,-0.693,1.937,-0.538,2.432,-0.866,-0.538,-0.959,-1.678,-1.167,2.062,1.211,-0.048,1.325,0.623,1.858,-0.013,6.24081039428711,18.945426940918,14.4470071792603,9.39112091064453,23.8096351623535
121098,DRO,1.037,0.525,0.33,0.388,-0.644,1.853,-0.533,2.479,-1.208,-0.866,-0.9,-1.602,-1.194,2.068,1.322,0.019,1.398,0.709,1.281,-0.04,-25.349681854248,-6.23339986801147,-9.04574966430664,32.1537971496582,-28.6693325042725
121099,DRO,1.234,0.984,0.393,-0.148,-0.724,1.356,-0.554,2.476,-1.456,-0.87,-0.836,-1.538,-1.137,1.836,1.385,-0.028,1.472,0.675,1.555,-0.181,-11.9152812957764,-16.2548313140869,5.1224627494812,11.0192165374756,7.51036596298218
121100,DRO,0.998,0.778,0.381,-0.101,-0.688,1.202,-0.519,2.642,-1.347,-0.804,-0.932,-1.495,-1.26,1.964,1.388,0.04,1.395,0.67,1.968,-0.089,2.71423530578613,-23.7259864807129,12.0177240371704,0.0712012574076653,11.0883874893188
121101,DRO,1.186,0.907,0.493,0.328,-0.706,1.775,-0.646,2.319,-0.91,-0.613,-0.863,-1.523,-1.347,2.002,1.467,-0.08,1.46,0.668,2.072,-0.112,-15.7752199172974,6.36622285842896,20.4802188873291,16.3266696929932,26.3356056213379
121102,DRO,0.966,0.32,0.495,-0.123,-0.678,1.488,-0.562,2.458,-1.119,-0.487,-0.955,-1.602,-1.161,2.042,1.414,0.095,1.393,0.762,1.211,-0.169,22.1839370727539,18.5404415130615,27.3976860046387,-5.45345449447632,-11.3886203765869
121104,DRO,0.81,0.206,0.431,0.204,-0.71,1.772,-0.554,2.426,-1.229,-0.616,-0.886,-1.398,-1.328,1.907,1.386,-0.126,1.508,0.661,1.7,-0.108,-0.988969147205353,-22.1258907318115,18.1875953674316,15.6123008728027,8.90222072601318
121105,DRO,0.728,0.492,0.333,0.224,-0.777,1.653,-0.506,2.487,-1.102,-0.478,-0.907,-1.921,-1.201,1.99,1.28,-0.095,1.284,1.173,1.677,-0.236,-47.3220710754395,11.1503076553345,-10.035548210144,-6.7115421295166,-3.05430102348328
121110,DRO,1.153,0.813,0.502,-0.027,-0.359,1.353,-0.724,2.62,-0.762,-0.539,-0.799,-1.398,-1.161,2.023,1.496,0.06,1.302,0.715,2.057,-0.09,4.35239601135254,-60.3460350036621,-24.9027900695801,-12.1986837387085,0.571267247200012
121111,DRO,0.882,0.328,0.458,-0.216,-0.708,0.925,-0.863,2.444,-0.955,-0.447,-0.979,-1.456,-1.252,1.927,1.246,-0.011,1.608,1.248,2.157,-0.194,2.46573519706726,-27.5466556549072,17.8723983764648,0.679022610187531,10.4675235748291
121118,DRO,0.859,0.568,0.433,0.352,-0.866,1.839,-0.401,2.475,-0.943,-0.3,-0.9,-1.796,-1.086,1.968,1.411,-0.016,1.296,1.258,1.946,-0.068,-28.7528877258301,3.26330828666687,4.44492387771606,9.43334770202637,1.05031657218933
121122,DRO,1.079,1.022,0.376,0.232,-0.73,1.763,-0.431,2.562,-0.873,-0.807,-0.783,-1.553,-1.215,1.984,1.376,-0.074,1.623,1.255,2.442,-0.12,-28.5257759094238,9.47099590301514,6.58147764205933,10.2885284423828,14.0907783508301
121124,DRO,0.974,0.809,0.28,0.355,-0.81,1.899,-0.513,2.473,-0.854,-0.3,-1.097,-1.796,-1.027,1.965,1.331,-0.054,1.254,1.163,1.407,-0.087,-47.9425773620605,16.3846569061279,14.9314584732056,-2.4731330871582,34.1295890808105
121127,DRO,1.128,0.971,0.449,-0.018,-0.728,1.497,-0.536,2.621,-1,-0.561,-0.979,-1.602,-0.975,1.969,1.451,-0.001,1.567,0.7,1.914,0.017,-38.2169914245605,5.7869668006897,-6.83332347869873,46.628475189209,-41.3656005859375
121130,DRO,0.796,0.639,0.291,0.381,-0.851,1.911,-0.559,2.448,-0.947,-0.627,-1.137,-1.745,-1.119,2.028,1.35,-0.025,1.379,0.764,1.678,-0.032,-27.1574573516846,8.06709003448486,12.7680644989014,9.19132900238037,18.7401390075684
121131,DRO,1.095,0.91,0.23,-0.09,-0.693,1.437,-0.516,2.647,-1.284,-0.876,-0.907,-1.77,-1.041,1.885,1.21,-0.064,1.435,0.776,1.939,-0.142,-29.3564453125,-3.8389298915863,-6.82620525360107,42.1984481811523,-37.4863166809082
121136,DRO,0.591,0.658,0.284,-0.096,-0.735,1.815,-0.693,2.545,-1.137,-0.351,-0.839,-1.77,-0.991,2.167,1.232,0.154,1.331,1.238,1.778,-0.173,-52.1205749511719,16.4867916107178,-16.6098766326904,-21.9155349731445,-3.41181421279907
121137,DRO,0.977,0.54,0.569,-0.178,-0.708,0.513,-0.783,2.6,-1.066,-0.688,-0.879,-1.444,-1.208,1.962,1.539,0.042,1.353,0.85,2.126,-0.163,5.11149978637695,-29.5391025543213,14.6716413497925,4.57084798812866,0.476324886083603
121139,DRO,1.062,0.922,0.334,-0.111,-1.022,1.152,-0.469,2.667,-1.602,-0.747,-0.836,-1.721,-0.991,2.016,1.289,0.012,1.528,0.734,1.805,-0.142,0.94094842672348,22.4940624237061,-15.5078086853027,22.720027923584,19.5656719207764
121140,DRO,1.033,0.725,0.481,0.271,-0.664,1.897,-0.597,2.91,-1.301,-0.593,-0.943,-1.824,-0.963,2.144,1.443,0.119,1.745,0.772,1.897,-0.011,-54.1110687255859,18.4324550628662,8.22619342803955,-12.6434936523438,27.7115020751953
121141,DRO,0.824,0.45,-0.167,0.009,-0.636,1.874,-0.573,2.84,-1.131,-0.742,-0.873,-0.951,-0.848,2.243,0.823,0.236,1.226,0.603,0.907,-0.066,-66.3508987426758,24.9219226837158,-1.29719018936157,-22.4742755889893,18.8978462219238
121142,DRO,0.722,0.325,0.501,0.073,-0.582,1.985,-0.726,3.026,-1.237,-1.004,-0.873,-0.807,-0.764,2.362,1.458,0.276,1.435,0.471,1.87,0.051,-66.0242385864258,24.7192497253418,-1.57372152805328,-22.3888072967529,18.9413433074951
121144,DRO,0.902,0.417,0.356,0.308,-0.79,1.777,-0.526,2.471,-1.114,-0.697,-1.027,-1.658,-1.252,1.967,1.377,0.002,1.291,0.719,1.388,-0.104,-59.4227142333984,20.685661315918,4.73854780197144,-8.12246036529541,29.7342014312744
121146,DRO,1.09,0.799,0.381,-0.083,-0.69,1.416,-0.66,2.635,-1.569,-1.022,-0.914,-1.553,-1.086,1.885,1.38,-0.042,1.607,0.587,1.559,-0.087,-3.08172464370728,-17.1664886474609,10.493483543396,10.1291217803955,13.1227712631226
121147,DRO,0.866,0.52,0.339,0.413,-0.658,1.926,-0.485,2.51,-0.68,-0.286,-0.876,-1.678,-1.125,2.049,1.389,0.011,1.133,1.075,1.874,-0.066,17.3119029998779,23.2273082733154,0.0600522458553314,-1.34021198749542,-0.0625646784901619
121151,DRO,0.909,0.82,0.295,0.269,-0.775,1.762,-0.53,2.476,-0.979,-0.427,-1.041,-1.62,-1.215,1.886,1.349,-0.095,1.433,1.009,1.748,-0.163,-70.672492980957,19.2103366851807,-17.7192249298096,-35.5039215087891,-8.09026718139648
121152,DRO,0.832,0.481,0.42,-0.053,-0.693,0.795,-0.599,2.613,-1.244,-0.678,-1.013,-1.77,-1.328,1.916,1.419,-0.017,1.389,0.711,2.097,-0.064,-30.8914470672607,6.72889566421509,-13.0049295425415,47.3876953125,-32.0910949707031
121153,DRO,1.01,0.426,0.289,-0.02,-0.759,1.246,-0.567,2.665,-1.276,-0.762,-0.975,-1.62,-1.244,1.97,1.298,0.049,1.332,0.673,2.023,-0.08,-42.4863319396973,10.5022802352905,-12.837818145752,43.666389465332,-37.6101531982422
121156,DRO,0.943,0.607,0.442,-0.135,-0.668,0.85,-0.762,2.511,-2.398,-0.883,-0.848,-1.409,-1.252,1.988,1.334,0.039,1.575,0.826,2.373,-0.105,6.92978000640869,-32.9440727233887,10.7140083312988,9.86259078979492,9.70483875274658
121157,DRO,1.181,1.149,0.475,0.009,-0.654,1.208,-0.445,2.658,-1.367,-0.726,-0.947,-1.456,-0.939,2.011,1.489,0.059,1.607,0.536,1.583,0.039,4.0319995880127,-55.5311164855957,-25.1219062805176,-8.28142833709717,-2.24760413169861
121158,DRO,0.964,0.837,0.375,0.375,-0.738,1.895,-0.483,3.077,-0.936,-0.407,-0.996,-2.097,-0.959,2.135,1.372,0.133,1.408,0.744,1.427,-0.041,-7.77780199050903,-3.30095982551575,3.30620098114014,28.7964420318604,-28.2868461608887
121159,DRO,1.083,0.628,0.417,-0.105,-0.75,0.322,-0.81,2.626,-1.538,-0.936,-0.947,-2.097,-1.137,1.925,1.413,-0.048,1.547,0.824,2.205,-0.119,1.54005193710327,-50.8591804504395,-14.885871887207,-5.21591663360596,-7.10888767242432
121161,DRO,1.031,0.596,0.49,-0.087,-0.678,1.391,-0.644,2.73,-1.398,-0.943,-0.866,-1.585,-1.06,1.821,1.506,-0.061,1.408,0.668,1.707,-0.131,-9.61552810668945,-19.2032203674316,5.49373054504395,8.21592998504639,11.4707374572754
121162,DRO,1.027,0.873,0.441,-0.069,-0.851,0.675,-0.642,2.521,-1.26,-0.672,-0.876,-1.886,-1.086,2.004,1.45,0.044,1.27,0.569,1.862,-0.116,2.85169792175293,-55.3092460632324,-13.7400121688843,-3.1485002040863,2.70771193504333
121163,DRO,1.052,1.117,0.365,-0.061,-0.724,1.847,-0.391,2.664,-1.022,-0.538,-0.955,-1.638,-0.924,2.141,1.315,0.14,1.291,0.786,1.078,-0.116,12.243766784668,-56.8454856872559,-26.0380382537842,-17.1962051391602,2.00167632102966
121164,DRO,0.961,0.492,0.323,-0.097,-0.48,0.642,-0.577,2.594,-1.071,-1.041,-0.893,-1.678,-1.036,1.961,1.274,0.025,1.466,0.84,2.233,-0.148,2.21291041374207,-48.9597320556641,-19.5324440002441,-5.17424154281616,-1.68614399433136
121165,DRO,1.161,1.013,0.411,-0.081,-0.708,1.726,-0.377,2.625,-1.959,-0.678,-0.879,-1.854,-1.174,2.085,1.386,0.078,1.764,0.878,2.011,-0.084,-57.2331428527832,16.313009262085,-13.0254755020142,-17.8196868896484,-6.42110395431519
